number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
4.0,3,2,2019.0,12.0,124.0,3,94000000.0
1.0,5,2,2020.0,9.0,45.6,3,26000000.0
2.0,6,2,2013.0,3.0,74.0,1,30000000.0
2.0,1,2,2019.0,8.0,43.0,3,38500000.0
2.0,3,2,2022.0,7.0,56.0,3,51000000.0
2.0,6,2,2013.0,9.0,68.0,3,52000000.0
3.0,3,2,2019.0,9.0,100.0,4,57999999.0
1.0,3,1,1962.0,4.0,34.0,3,23300000.0
3.0,2,3,1983.0,1.0,72.0,3,43000000.0
2.0,6,2,2022.0,5.0,52.0,3,29500000.0
2.0,0,2,2019.0,12.0,54.8,3,30500000.0
3.0,5,2,2019.0,1.0,123.0,3,230000000.0
3.0,3,3,1971.0,1.0,60.0,3,40000000.0
2.0,1,1,1966.0,3.0,54.0,2,32500000.0
1.0,3,1,2008.0,5.0,40.0,3,38500000.0
3.0,2,2,2019.0,10.0,98.0,3,53500000.0
3.0,1,2,1980.0,5.0,60.6,1,55000000.0
3.0,3,1,1990.0,5.0,80.0,3,51000000.0
2.0,3,3,2023.0,6.0,55.1,4,41000000.0
2.0,6,3,1989.0,6.0,50.0,3,27000000.0
2.0,6,2,2023.0,10.0,78.0,3,35000000.0
2.0,3,2,2023.0,8.0,69.2,4,50000000.0
2.0,4,2,2019.0,9.0,63.9,2,31900000.0
3.0,1,3,1986.0,3.0,68.0,3,37500000.0
4.0,0,2,2003.0,6.0,248.0,3,280000000.0
10.0,2,2,2000.0,9.0,310.0,3,150000000.0
1.0,5,2,2019.0,3.0,36.0,3,17500000.0
3.0,3,3,1973.0,2.0,65.0,3,42000000.0
2.0,3,3,1973.0,4.0,47.0,3,35000000.0
2.0,1,1,1974.0,6.0,68.0,2,43000000.0
1.0,3,1,1993.0,3.0,41.5,3,35500000.0
2.0,5,2,2019.0,3.0,59.7,3,42000000.0
1.0,2,3,1973.0,3.0,33.0,3,22300000.0
1.0,0,2,2017.0,4.0,36.0,3,24000000.0
2.0,0,2,2023.0,3.0,60.28,3,40000000.0
1.0,1,2,2019.0,15.0,40.0,3,29000000.0
2.0,0,2,2012.0,4.0,67.0,3,28500000.0
2.0,6,2,2023.0,7.0,60.28,4,7000000.0
1.0,5,2,2019.0,9.0,40.0,3,25000000.0
1.0,1,3,1979.0,7.0,41.0,3,31000000.0
3.0,3,1,1953.0,2.0,53.0,3,34900000.0
3.0,1,1,1975.0,5.0,70.0,3,47000000.0
2.0,3,2,2009.0,15.0,53.6,3,41000000.0
2.0,3,2,2019.0,4.0,70.0,3,48500000.0
2.0,3,3,1972.0,1.0,43.0,3,26900000.0
4.0,2,2,1993.0,9.0,100.0,3,55500000.0
3.0,1,3,1987.0,4.0,72.0,3,48000000.0
1.0,1,2,2024.0,6.0,41.3,4,22700000.0
2.0,2,3,2001.0,2.0,52.0,3,31700000.0
3.0,4,2,2019.0,1.0,79.1,3,38500000.0
4.0,2,2,2012.0,16.0,147.0,3,150000000.0
3.0,3,2,2015.0,16.0,53.0,3,45000000.0
1.0,3,3,1969.0,3.0,31.0,3,25500000.0
2.0,0,2,2019.0,12.0,55.0,3,28000000.0
3.0,2,3,1983.0,1.0,72.0,3,43500000.0
1.0,1,2,2016.0,5.0,33.0,3,30000000.0
4.0,5,2,2009.0,1.0,204.0,3,530000000.0
2.0,2,2,2021.0,13.0,55.0,3,43000000.0
1.0,2,2,2006.0,7.0,56.0,1,38000000.0
2.0,0,2,2016.0,3.0,65.0,3,28000000.0
1.0,1,3,1982.0,1.0,31.0,1,23500000.0
3.0,6,2,2018.0,5.0,85.0,3,41000000.0
1.0,6,2,2012.0,16.0,75.0,3,26000000.0
3.0,2,3,1992.0,3.0,70.0,1,45000000.0
3.0,3,3,1983.0,2.0,59.0,3,35000000.0
1.0,3,2,2017.0,9.0,49.0,3,44500000.0
2.0,3,2,2016.0,6.0,85.0,3,75000000.0
2.0,2,3,1990.0,5.0,52.0,3,29500000.0
3.0,1,1,1992.0,5.0,70.0,3,41000000.0
3.0,2,3,1983.0,3.0,65.1,3,36000000.0
2.0,3,1,1979.0,3.0,56.0,3,39300000.0
2.0,2,1,1974.0,2.0,53.2,3,42500000.0
4.0,1,2,2012.0,10.0,150.0,3,94000000.0
2.0,3,1,1964.0,3.0,41.2,3,34500000.0
1.0,6,1,1989.0,4.0,25.0,3,14000000.0
2.0,2,3,1967.0,3.0,46.0,3,28000000.0
4.0,3,2,2012.0,6.0,162.0,3,163000000.0
2.0,3,2,2021.0,12.0,56.0,4,34000000.0
1.0,5,2,1991.0,9.0,42.7,3,40500000.0
3.0,6,2,2011.0,10.0,88.1,4,43249040.0
3.0,1,2,2023.0,6.0,78.0,4,36000000.0
4.0,4,3,1989.0,2.0,82.8,3,44000000.0
2.0,3,2,2016.0,11.0,39.0,3,36500000.0
3.0,5,3,1963.0,2.0,59.0,2,38000000.0
2.0,3,2,2006.0,2.0,98.0,0,63500000.0
2.0,7,2,2023.0,3.0,53.59,0,23500000.0
1.0,0,2,2022.0,5.0,40.0,3,21000000.0
3.0,1,2,2020.0,2.0,100.0,3,50000000.0
1.0,4,3,1989.0,4.0,40.0,3,23000000.0
3.0,0,2,2023.0,4.0,78.0,4,32000000.0
3.0,1,3,1975.0,1.0,61.0,3,42000000.0
2.0,4,1,1980.0,2.0,44.0,3,21500000.0
2.0,2,2,2018.0,9.0,63.0,3,44000000.0
2.0,3,3,1988.0,4.0,60.0,3,51000000.0
3.0,1,1,1982.0,2.0,101.0,3,99000000.0
3.0,3,2,2017.0,8.0,105.0,3,96000000.0
3.0,3,2,2013.0,5.0,126.1,3,135000000.0
5.0,3,2,2017.0,5.0,246.7,3,112000000.0
2.0,0,2,2019.0,10.0,45.0,3,26000000.0
6.0,3,2,2006.0,4.0,331.8,3,530000000.0
4.0,5,2,2009.0,2.0,226.0,3,430000000.0
2.0,6,2,2023.0,1.0,52.0,4,23700000.0
1.0,4,2,1986.0,1.0,31.0,1,17000000.0
1.0,2,3,1979.0,3.0,34.0,3,24000000.0
4.0,1,3,1990.0,5.0,73.0,1,36000000.0
1.0,5,3,1974.0,3.0,32.0,3,33500000.0
3.0,3,2,2018.0,5.0,82.0,3,60000000.0
3.0,6,2,2019.0,6.0,81.0,4,26000000.0
3.0,6,2,2011.0,10.0,89.8,0,44676039.0
3.0,6,2,2022.0,1.0,57.0,3,32500000.0
4.0,3,2,2009.0,16.0,130.0,3,77000000.0
2.0,3,2,2019.0,7.0,81.0,4,70000000.0
2.0,3,2,2019.0,16.0,80.0,3,69000000.0
3.0,3,2,2022.0,11.0,101.0,3,85000000.0
2.0,1,2,2024.0,7.0,62.1,4,58000000.0
3.0,5,1,1987.0,4.0,90.0,3,86500000.0
2.0,6,2,2019.0,3.0,55.2,3,32500000.0
1.0,4,2,2013.0,2.0,40.0,3,20900000.0
3.0,3,2,2021.0,8.0,115.0,3,97500000.0
1.0,2,3,1990.0,5.0,40.2,3,26500000.0
4.0,3,2,2018.0,11.0,105.0,3,85000000.0
1.0,7,2,2019.0,8.0,45.0,3,28000000.0
2.0,7,2,2024.0,4.0,46.0,4,20000000.0
2.0,6,2,2019.0,2.0,70.0,3,31500000.0
1.0,5,2,2023.0,1.0,40.0,3,28000000.0
4.0,4,3,1989.0,2.0,82.8,3,43000000.0
2.0,4,3,1986.0,5.0,60.0,3,30800000.0
1.0,0,2,2016.0,3.0,40.0,3,24500000.0
1.0,4,3,1986.0,1.0,31.0,1,17000000.0
2.0,3,2,2010.0,5.0,60.0,3,50000000.0
2.0,2,3,1970.0,3.0,43.0,1,24700000.0
2.0,2,2,2003.0,6.0,57.0,3,37500000.0
1.0,1,2,2023.0,8.0,33.0,3,29000000.0
1.0,0,2,2014.0,2.0,30.0,1,14950000.0
1.0,2,1,1974.0,2.0,35.0,3,25900000.0
1.0,6,2,2020.0,2.0,36.7,3,26000000.0
1.0,5,2,2019.0,8.0,26.0,3,19000000.0
1.0,7,2,2017.0,3.0,46.8,3,21000000.0
1.0,3,3,1974.0,2.0,33.0,3,25000000.0
2.0,6,2,2023.0,14.0,39.0,3,26500000.0
1.0,3,2,2023.0,11.0,45.4,4,43500000.0
1.0,0,1,2021.0,4.0,13.3,3,8300000.0
2.0,3,2,2012.0,15.0,155.0,3,71000000.0
2.0,4,2,2022.0,8.0,67.0,3,36500000.0
2.0,3,2,2022.0,2.0,52.0,3,46000000.0
2.0,6,2,2019.0,3.0,55.2,3,32500000.0
3.0,3,2,2018.0,7.0,84.0,3,62000000.0
1.0,0,1,1962.0,2.0,37.6,3,22000000.0
2.0,1,3,1992.0,9.0,56.0,2,34999999.0
3.0,5,2,2022.0,7.0,62.0,3,40000000.0
3.0,3,2,1993.0,8.0,78.0,3,55000000.0
4.0,3,2,2007.0,3.0,160.0,3,185000000.0
2.0,5,1,1965.0,4.0,41.0,1,34000000.0
2.0,4,2,2021.0,13.0,46.9,1,36500000.0
4.0,3,1,1977.0,3.0,85.0,3,113000000.0
2.0,0,2,2011.0,7.0,82.0,3,39500000.0
1.0,2,3,1968.0,4.0,32.0,3,23500000.0
3.0,0,2,2017.0,4.0,84.0,3,55000000.0
3.0,4,3,1972.0,2.0,65.0,3,36500000.0
3.0,3,2,2019.0,14.0,115.0,3,124000000.0
1.0,3,1,1982.0,2.0,35.0,3,31550000.0
2.0,0,2,2019.0,3.0,55.3,3,29500000.0
4.0,3,3,1975.0,4.0,76.0,3,54500000.0
3.0,1,2,2011.0,6.0,116.0,3,85000000.0
3.0,2,3,1974.0,1.0,60.0,1,29800000.0
1.0,3,1,1969.0,2.0,32.0,3,25500000.0
3.0,3,3,1979.0,5.0,58.0,1,37000000.0
3.0,3,1,2009.0,4.0,153.3,3,160000000.0
1.0,4,2,2008.0,4.0,40.0,3,19000000.0
2.0,2,2,2022.0,9.0,73.3,3,47000000.0
2.0,2,1,1980.0,5.0,55.0,3,52000000.0
3.0,2,3,1989.0,4.0,74.0,1,47000000.0
1.0,1,2,2012.0,17.0,49.0,3,28500000.0
2.0,6,2,2014.0,15.0,94.0,3,31000000.0
3.0,3,3,1980.0,1.0,73.0,3,48000000.0
1.0,2,2,2014.0,8.0,55.0,3,37500000.0
3.0,1,2,2015.0,10.0,125.0,3,98000000.0
2.0,3,2,2019.0,10.0,52.0,2,48000000.0
2.0,6,2,2019.0,1.0,70.0,3,32000000.0
6.0,3,2,2008.0,1.0,580.0,1,180000000.0
1.0,1,2,2017.0,5.0,50.0,3,44900000.0
2.0,3,1,1988.0,5.0,51.0,1,34000000.0
2.0,3,2,2022.0,4.0,59.8,3,58500000.0
1.0,3,2,2020.0,2.0,38.0,3,42000000.0
2.0,1,3,1989.0,7.0,60.0,1,35500000.0
3.0,0,2,2017.0,5.0,75.0,3,28000000.0
2.0,6,2,2019.0,2.0,55.0,3,31500000.0
3.0,4,3,1984.0,1.0,60.0,3,34500000.0
3.0,3,2,2018.0,9.0,74.0,3,66000000.0
1.0,0,2,2022.0,6.0,45.0,3,27000000.0
2.0,3,1,1987.0,8.0,74.2,3,41500000.0
2.0,3,2,2023.0,3.0,92.7,4,93000000.0
5.0,3,2,2013.0,7.0,260.7,3,257000000.0
3.0,2,1,1994.0,6.0,80.0,3,43500000.0
1.0,3,2,2017.0,8.0,40.0,4,36000000.0
2.0,4,3,1986.0,1.0,52.0,3,26500000.0
2.0,5,3,1988.0,4.0,61.0,3,44000000.0
4.0,3,2,2007.0,5.0,135.0,3,125000000.0
3.0,2,2,2005.0,9.0,80.0,3,46000000.0
3.0,3,3,1994.0,9.0,76.0,3,42000000.0
1.0,5,3,2020.0,1.0,52.0,3,35000000.0
3.0,2,2,2004.0,9.0,80.0,3,45500000.0
3.0,2,1,1994.0,5.0,72.0,3,49000000.0
3.0,2,3,1982.0,7.0,70.0,3,38500000.0
2.0,5,3,1974.0,2.0,42.0,1,34500000.0
3.0,2,3,1986.0,8.0,70.0,3,37500000.0
2.0,2,3,1987.0,1.0,50.0,2,28000000.0
2.0,3,3,1973.0,2.0,41.0,3,36500000.0
1.0,2,3,1970.0,2.0,35.0,3,20500000.0
1.0,1,1,1973.0,5.0,41.0,3,32500000.0
3.0,3,2,2019.0,11.0,100.0,3,86000000.0
3.0,7,2,2016.0,1.0,83.0,3,36800000.0
2.0,4,1,1955.0,1.0,40.0,1,15500000.0
3.0,5,2,2014.0,9.0,210.0,3,275000000.0
4.0,3,2,2023.0,3.0,193.6,0,110000000.0
2.0,5,1,1980.0,4.0,53.0,3,51500000.0
4.0,1,1,1964.0,2.0,150.0,3,110000000.0
3.0,5,2,2017.0,8.0,157.0,3,180000000.0
2.0,5,2,2015.0,3.0,77.0,3,75000000.0
2.0,5,2,2017.0,8.0,157.0,3,180000000.0
2.0,1,2,2012.0,18.0,65.0,3,40000000.0
1.0,3,1,1974.0,4.0,40.0,1,27000000.0
3.0,5,2,2017.0,3.0,145.0,3,235000000.0
2.0,5,2,2009.0,10.0,70.0,3,72000000.0
3.0,5,2,2018.0,11.0,120.0,3,160000000.0
3.0,5,2,2019.0,4.0,83.0,3,49000000.0
2.0,2,2,2016.0,4.0,66.6,3,54000000.0
3.0,7,1,1990.0,2.0,70.0,3,40000000.0
2.0,3,3,1979.0,4.0,45.0,3,34000000.0
1.0,4,2,2008.0,1.0,40.0,3,19000000.0
3.0,4,2,1987.0,1.0,60.0,1,30000000.0
2.0,6,2,2020.0,5.0,50.0,4,19500000.0
1.0,0,2,2023.0,4.0,43.0,4,20000000.0
1.0,3,3,1979.0,5.0,31.7,3,28500000.0
3.0,3,2,2022.0,10.0,82.0,4,77000000.0
3.0,3,2,2013.0,5.0,116.0,3,100000000.0
2.0,1,2,2021.0,10.0,65.0,3,85000000.0
3.0,3,2,2016.0,4.0,94.1,3,86000000.0
2.0,7,1,1968.0,2.0,42.0,3,18900000.0
3.0,3,2,2019.0,7.0,84.0,3,65000000.0
2.0,3,2,2009.0,11.0,55.6,3,47500000.0
1.0,3,2,2019.0,9.0,47.5,3,42000000.0
2.0,6,2,2019.0,2.0,48.0,2,21000000.0
1.0,7,3,1983.0,5.0,41.4,1,21500000.0
5.0,1,1,1992.0,5.0,115.0,3,70000000.0
3.0,3,3,1971.0,2.0,61.0,3,42500000.0
2.0,4,3,1986.0,4.0,52.0,1,23900000.0
3.0,1,2,2012.0,17.0,116.0,3,75000000.0
2.0,3,1,1985.0,8.0,48.3,3,39000000.0
1.0,3,3,2021.0,10.0,34.4,3,32000000.0
3.0,2,2,2012.0,5.0,110.0,3,73500000.0
2.0,3,2,2022.0,1.0,64.0,3,53500000.0
3.0,1,2,2019.0,1.0,94.0,3,100000000.0
2.0,3,2,2023.0,19.0,67.0,4,56000000.0
3.0,3,2,2022.0,4.0,122.0,0,115000000.0
2.0,1,1,1987.0,5.0,50.0,1,38000000.0
1.0,0,2,2019.0,10.0,45.0,3,24500000.0
1.0,4,3,1986.0,5.0,36.0,3,18000000.0
2.0,3,2,2022.0,6.0,60.0,3,52000000.0
2.0,3,2,2022.0,12.0,73.3,4,77000000.0
4.0,3,2,2014.0,3.0,126.0,3,115000000.0
1.0,1,2,2022.0,12.0,44.8,4,33500000.0
3.0,3,2,2015.0,9.0,126.0,3,107000000.0
1.0,3,2,2023.0,6.0,36.7,4,32700000.0
1.0,3,1,1976.0,5.0,27.0,3,25500000.0
1.0,4,2,2014.0,1.0,40.0,3,19400000.0
2.0,7,3,1981.0,2.0,53.0,3,28500000.0
3.0,2,3,1971.0,1.0,60.5,3,39000000.0
2.0,4,2,2009.0,5.0,65.0,3,28500000.0
2.0,6,2,2014.0,15.0,94.0,3,31000000.0
2.0,3,3,1970.0,1.0,41.0,2,27500000.0
3.0,3,3,1981.0,2.0,70.0,3,55000000.0
1.0,6,2,2022.0,5.0,32.0,4,15000000.0
2.0,3,3,1977.0,3.0,46.0,3,31700000.0
1.0,4,3,1986.0,5.0,42.0,3,20500000.0
1.0,1,1,1966.0,2.0,45.0,1,33500000.0
2.0,3,2,2015.0,6.0,69.3,3,49000000.0
3.0,3,2,2021.0,7.0,118.3,3,160000000.0
2.0,6,2,2012.0,2.0,52.0,3,39000000.0
2.0,2,2,2019.0,5.0,60.1,3,47500000.0
1.0,0,2,2014.0,1.0,33.1,3,15800000.0
2.0,5,2,2012.0,5.0,50.0,3,30500000.0
2.0,5,2,2021.0,3.0,54.0,3,29900000.0
1.0,2,1,2015.0,3.0,42.7,3,30000000.0
3.0,1,2,2024.0,2.0,65.0,4,37000000.0
2.0,3,2,2011.0,10.0,50.0,3,43800000.0
1.0,5,2,2020.0,2.0,52.0,3,46900000.0
2.0,5,1,1989.0,1.0,52.8,3,48000000.0
1.0,4,3,1985.0,5.0,33.0,1,18600000.0
3.0,1,1,1978.0,3.0,83.0,3,67500000.0
3.0,3,1,1973.0,2.0,84.0,3,60000000.0
2.0,1,3,1971.0,2.0,57.0,3,35000000.0
3.0,3,2,2017.0,1.0,136.0,3,123000000.0
3.0,3,2,2022.0,19.0,110.0,2,85000000.0
4.0,5,2,2023.0,3.0,155.0,2,175000000.0
2.0,3,2,2022.0,19.0,75.0,2,59000000.0
1.0,6,2,2019.0,6.0,40.0,3,20500000.0
3.0,1,3,1986.0,1.0,64.8,3,46000000.0
3.0,5,2,2021.0,5.0,112.0,3,129000000.0
3.0,4,2,2023.0,8.0,78.0,2,45000000.0
1.0,6,2,2023.0,5.0,25.0,0,13900000.0
3.0,5,2,2019.0,1.0,125.5,2,160000000.0
2.0,1,3,1989.0,7.0,60.0,1,35500000.0
1.0,7,1,1978.0,1.0,34.0,3,17000000.0
3.0,5,1,1979.0,4.0,90.0,3,78000000.0
1.0,5,2,2023.0,7.0,26.25,4,14000000.0
4.0,3,3,1989.0,6.0,100.0,3,80000000.0
3.0,5,3,1975.0,4.0,60.0,3,39300000.0
2.0,1,2,2022.0,6.0,65.0,3,78800000.0
2.0,0,2,2010.0,8.0,67.5,1,30800000.0
1.0,1,3,1995.0,2.0,40.0,3,23500000.0
3.0,1,1,1975.0,5.0,68.5,1,50000000.0
3.0,5,2,2017.0,7.0,155.0,3,129000000.0
2.0,1,3,1977.0,5.0,43.0,3,27500000.0
2.0,2,3,1963.0,2.0,47.0,3,31500000.0
2.0,2,3,1990.0,2.0,62.5,3,38000000.0
1.0,1,1,1976.0,2.0,20.0,3,16500000.0
2.0,3,1,1990.0,5.0,56.0,3,36500000.0
2.0,1,2,2012.0,10.0,65.0,3,52000000.0
3.0,3,3,1977.0,2.0,56.0,3,48000000.0
1.0,1,3,1981.0,1.0,31.0,1,23000000.0
4.0,5,2,2017.0,5.0,175.0,3,235000000.0
2.0,3,2,2017.0,3.0,65.0,3,48000000.0
2.0,5,2,2023.0,8.0,49.8,4,25000000.0
2.0,7,2,2022.0,2.0,73.2,3,55000000.0
2.0,2,3,1965.0,3.0,44.0,1,24500000.0
3.0,2,3,1984.0,3.0,57.0,2,32200000.0
2.0,0,2,2024.0,9.0,43.62,4,23500000.0
3.0,1,3,1975.0,5.0,64.2,3,42000000.0
2.0,6,2,2019.0,6.0,71.0,3,29500000.0
3.0,2,2,2014.0,6.0,105.4,3,78000000.0
1.0,3,2,2018.0,10.0,51.0,3,57000000.0
2.0,3,2,1977.0,3.0,45.0,3,29000000.0
1.0,1,3,1975.0,2.0,12.0,1,7900000.0
1.0,0,2,2019.0,11.0,32.0,3,24000000.0
1.0,6,2,2019.0,1.0,44.0,3,20800000.0
1.0,1,3,1975.0,3.0,15.0,3,9400000.0
2.0,1,2,2018.0,7.0,44.0,3,56000000.0
2.0,0,2,2023.0,2.0,50.1,4,20300000.0
3.0,4,3,1985.0,5.0,66.0,3,35000000.0
2.0,6,2,2019.0,7.0,70.1,3,33000000.0
4.0,3,1,1981.0,5.0,127.0,3,86000000.0
3.0,3,3,1985.0,2.0,74.0,3,52800000.0
2.0,1,1,1991.0,5.0,51.0,1,43000000.0
2.0,0,2,2016.0,3.0,70.4,4,25000000.0
3.0,2,3,1972.0,2.0,65.0,3,45000000.0
1.0,0,2,2021.0,2.0,45.5,3,38000000.0
3.0,2,1,1982.0,2.0,80.0,3,40000000.0
2.0,3,2,2014.0,8.0,57.5,3,51000000.0
3.0,1,2,2016.0,6.0,80.0,3,66500000.0
2.0,4,2,2007.0,9.0,59.0,3,30499999.0
2.0,5,2,2019.0,7.0,66.4,3,32000000.0
2.0,6,2,2019.0,7.0,71.0,3,29000000.0
4.0,1,2,2011.0,9.0,135.0,3,81000000.0
2.0,4,2,2005.0,8.0,76.0,3,39300000.0
2.0,3,3,1969.0,4.0,47.0,3,29000000.0
3.0,2,2,2006.0,7.0,75.0,3,57000000.0
3.0,1,3,1972.0,4.0,63.0,2,36000000.0
2.0,3,2,2012.0,8.0,49.0,3,39000000.0
2.0,3,3,1975.0,4.0,45.0,3,29000000.0
2.0,5,1,1961.0,3.0,40.0,3,19000000.0
3.0,3,2,2016.0,4.0,94.1,3,86000000.0
3.0,7,1,1978.0,2.0,76.0,3,40000000.0
2.0,7,1,1960.0,1.0,41.0,3,19000000.0
3.0,3,2,2021.0,11.0,65.0,3,72000000.0
4.0,3,2,2021.0,9.0,130.0,4,73000000.0
2.0,2,3,1966.0,1.0,46.0,1,26000000.0
3.0,1,3,1995.0,1.0,66.1,2,45500000.0
3.0,4,3,1979.0,4.0,69.5,1,39500000.0
3.0,2,3,1988.0,2.0,75.0,3,42500000.0
3.0,3,2,2014.0,18.0,115.0,3,105000000.0
3.0,3,3,1982.0,2.0,70.0,3,42500000.0
1.0,6,2,2019.0,3.0,28.0,1,17500000.0
3.0,2,3,1985.0,9.0,72.0,3,39500000.0
3.0,3,3,1982.0,5.0,60.5,2,30500000.0
3.0,3,2,2019.0,15.0,97.2,2,53500000.0
2.0,2,2,2011.0,10.0,65.0,3,47500000.0
2.0,3,2,2023.0,5.0,67.33,4,60000000.0
2.0,0,1,2022.0,6.0,55.0,1,24000000.0
2.0,7,3,1976.0,1.0,46.6,3,26000000.0
2.0,3,1,1963.0,4.0,48.0,3,29000000.0
2.0,2,2,2007.0,9.0,78.0,3,36000000.0
3.0,2,2,2004.0,5.0,150.0,3,63000000.0
3.0,2,3,1990.0,7.0,72.0,3,38500000.0
1.0,4,2,2010.0,6.0,40.3,1,18500000.0
1.0,3,1,2019.0,1.0,32.0,4,19500000.0
1.0,5,2,2020.0,8.0,26.0,3,18900000.0
1.0,1,3,1986.0,8.0,41.0,2,33000000.0
2.0,3,2,2019.0,9.0,54.0,3,45000000.0
4.0,3,3,1975.0,3.0,77.0,3,63000000.0
2.0,3,3,1975.0,2.0,60.6,3,55000000.0
2.0,5,3,1974.0,3.0,45.0,3,30500000.0
1.0,6,2,2020.0,2.0,38.0,3,25500000.0
2.0,2,2,2009.0,9.0,55.0,3,36500000.0
3.0,2,2,2022.0,3.0,71.0,3,58999999.0
3.0,5,1,1979.0,4.0,90.0,3,78000000.0
3.0,2,2,2009.0,3.0,98.6,3,59000000.0
3.0,2,2,2014.0,6.0,87.7,3,60990000.0
2.0,6,2,2022.0,8.0,45.0,0,20900000.0
2.0,2,2,2018.0,10.0,40.0,3,26000000.0
2.0,7,2,2021.0,6.0,52.0,3,43000000.0
3.0,5,1,1975.0,2.0,67.0,3,56000000.0
1.0,5,1,1988.0,2.0,35.0,3,40500000.0
3.0,3,3,1986.0,7.0,75.0,3,57000000.0
2.0,3,2,2019.0,186.0,50.0,3,44000000.0
3.0,3,2,2019.0,7.0,77.0,3,76500000.0
3.0,7,1,1969.0,2.0,61.4,1,28000000.0
4.0,1,1,1978.0,2.0,120.0,3,95000000.0
3.0,3,3,1975.0,2.0,70.0,3,45500000.0
2.0,3,2,2019.0,7.0,46.0,4,37500000.0
4.0,1,3,1973.0,5.0,72.6,1,38000000.0
2.0,3,2,1977.0,9.0,52.0,3,42700000.0
1.0,2,2,2007.0,9.0,28.0,3,20000000.0
2.0,0,2,2020.0,4.0,57.1,3,28000000.0
3.0,1,1,1958.0,3.0,72.0,1,58000000.0
3.0,6,2,2022.0,2.0,107.0,4,66216000.0
3.0,6,2,2022.0,4.0,89.0,0,88700000.0
3.0,7,1,1978.0,1.0,70.4,3,37500000.0
3.0,3,2,1979.0,11.0,64.4,1,56000000.0
3.0,1,2,2011.0,8.0,140.0,3,121999999.0
2.0,5,2,2017.0,9.0,62.0,3,60000000.0
2.0,1,2,2012.0,9.0,65.0,3,42000000.0
2.0,3,1,1954.0,2.0,45.0,3,25000000.0
3.0,1,2,2014.0,5.0,104.0,3,62000000.0
4.0,5,1,1974.0,3.0,144.0,3,118000000.0
4.0,3,2,2021.0,3.0,134.0,3,138000000.0
3.0,3,2,2021.0,4.0,122.0,3,140000000.0
2.0,3,3,1990.0,9.0,52.0,3,40000000.0
1.0,2,2,2005.0,6.0,42.0,3,35500000.0
2.0,2,2,2001.0,6.0,54.0,2,26500000.0
3.0,2,1,1990.0,1.0,65.0,3,50500000.0
3.0,3,2,2021.0,5.0,122.0,3,140000000.0
2.0,1,3,1977.0,4.0,44.0,3,30500000.0
3.0,5,2,2018.0,6.0,80.0,3,79999999.0
1.0,5,3,1972.0,6.0,53.0,1,37000000.0
3.0,3,3,1975.0,5.0,60.0,2,28000000.0
2.0,3,3,1975.0,5.0,45.0,3,28000000.0
1.0,0,2,2013.0,1.0,28.0,3,11350000.0
3.0,1,3,1969.0,1.0,61.0,1,32000000.0
1.0,2,3,1986.0,1.0,35.0,3,26500000.0
2.0,1,3,1977.0,4.0,42.4,3,30500000.0
3.0,0,2,2013.0,2.0,110.0,1,54000000.0
2.0,3,2,2019.0,11.0,50.0,3,62000000.0
2.0,6,2,2019.0,2.0,55.0,3,31500000.0
2.0,5,1,1981.0,4.0,59.0,1,40000000.0
2.0,5,2,2018.0,9.0,75.0,3,81000000.0
3.0,5,2,2015.0,5.0,91.0,3,92000000.0
3.0,5,2,2015.0,5.0,75.0,3,82000000.0
2.0,6,2,2012.0,4.0,93.0,3,45000000.0
2.0,3,2,2017.0,10.0,53.0,3,42000000.0
2.0,1,3,1977.0,4.0,44.0,3,30500000.0
4.0,5,2,2004.0,13.0,128.0,3,104000000.0
2.0,2,3,1990.0,3.0,56.0,3,35000888.0
3.0,5,1,1980.0,3.0,70.0,3,53000000.0
3.0,6,2,2013.0,1.0,70.0,3,55000000.0
2.0,1,2,2015.0,7.0,55.0,3,46000000.0
2.0,6,1,1992.0,4.0,57.0,3,31950000.0
2.0,3,2,2016.0,11.0,38.1,3,36500000.0
3.0,1,3,1977.0,4.0,60.0,1,36000000.0
2.0,3,1,1962.0,2.0,39.0,2,24000000.0
1.0,0,2,2017.0,4.0,44.0,1,19500000.0
3.0,5,2,2019.0,5.0,63.0,3,62000000.0
1.0,2,3,1968.0,1.0,32.0,1,20000000.0
3.0,3,1,1990.0,5.0,80.0,3,50999999.0
3.0,3,2,2021.0,9.0,110.0,3,121000000.0
1.0,1,2,2022.0,3.0,31.0,3,26000000.0
1.0,6,3,1989.0,5.0,40.0,3,17000000.0
1.0,1,2,2018.0,5.0,38.0,3,37000000.0
3.0,3,3,1984.0,4.0,75.0,3,50500000.0
3.0,3,3,1975.0,2.0,65.0,3,47000000.0
3.0,2,3,1984.0,7.0,69.9,3,44500000.0
4.0,2,3,1983.0,7.0,95.0,3,55000000.0
3.0,2,3,1990.0,2.0,72.0,3,37000000.0
1.0,3,2,2018.0,6.0,40.0,4,28500000.0
4.0,3,2,2015.0,5.0,203.0,3,353000000.0
1.0,1,2,2006.0,5.0,48.0,3,28500000.0
3.0,1,2,2008.0,3.0,130.0,3,118000000.0
2.0,2,3,1985.0,2.0,43.5,3,31000000.0
3.0,2,3,1994.0,3.0,70.0,3,40000000.0
2.0,2,3,1986.0,4.0,52.0,2,35000000.0
2.0,3,2,2020.0,2.0,106.5,3,158500000.0
